sentence,sentiment
"Super grabbed lint, etc",2
Reminds me of a gangster shirt,2
Someone at Amazon Essentials dropped the ball,2
I will never wear this shirt,2
"Sorry, Amazon, but this is bad",2
"Way undersized, bought a Van Heusen shirt with this one, exact same neck and sleeve measurements",2
"The Van Huesen shirt fit fine, this one I could not even button",2
I give it one star as the fabric was bright and colorfull,2
"I got the Van Heusn, a Steve Land, and 2 AMazon shirts",0
"Steve Land was 10$ more than others Van Husen was 23, Amazon was $20",0
Steve Land was the best as the black was a real black,0
Fit was great and so was the fabric 100% cotton,0
"THIN, but I wear a black undershirt",0
Still thin,0
Amazon Essential 2nd best,1
"NOT the Solid Poplin, this was wrongly sized",2
", as it is almost a black indigo",2
"You cant tell unless you hold it up with a actual black shirt or if you are matching black pants, it can be a issue in day time",2
"Also it is 100% cotton, fit is a bit snug on chest , BUT it may get worse with washing",2
"I also purchased a 2nd Amazon shirt which fit great and the fabric was not see through, and it was more a casual threading as it has a micro wrinkle look vs a candle wax like dress shirt look",1
"This is a great shirt also, yet suffers the dye ink of the indigo black, and not a true black",2
Still I am keeping these and returning the VanHusen,1
"I was never a fan of them, and now I know why a few discerning others felt the same",2
:-,0
"This shirt is the Wrinkle resistant, regular fit, and besides the size measures it shows a L/XL/XXL indication",0
"The ""Poplin essential"" does not show that and the midsection stomach area runs rather tight for a 37"" sleeve with 18""neck",2
The midsection was a tight 46,0
"I love the quality of this shirt, the fitting, and the price",1
This shirt outshines the $60,1
0,0
men's warehouse,0
shirts I usually buy in terms of all of the above,0
"Not to knock my other shirts, because I still love them as well but I am definitely buying these from now on",1
"I am 5'7"" and 180#, a little on the chunky side",0
I used to lift weights so my chest,0
I dont know the size,0
"is a little bigger, not in the way I would like-so a nice, good looking fit is sometimes difficult to achieve, but this shirt manages to make me feel comfortable and make me look nice and fitted",1
This review is based on wearing the shirt once all day,0
I ordered an 18 1/2 neck 34-35 sleeve length,0
I am 6 feet 250 LBS,0
I am pleasantly surprised that the shirt fit perfectly and irons easily,1
It did not feel like I was wearing a piece of linen--it did not become wrinkly even after wearing it all day,1
The fabric kept it's shape all day like the comparable premium store bought brand,1
Note that this shirt is a classic fit with the traditional fabric,1
not the stretch-flex kind,1
"I cannot vouch for it's durability over time but for the price, I will come back to buy another",1
These were a replacement because I couldn't find the shirt I purchased prior,0
It appears Amazon replaced a prior shirt with this version,0
In any case I bought these for my boyfriend and the material is definitely a lower quality,2
Not nearly as soft and the neck chafes him so badly that he can't wear these shirts,2
you'll also want to be sure not to wash it with anything else because it picks up everything else in the washer and dryer,2
It's a shame really because the shirt itself fits perfectly fine,1
Disappointed and searching again,2
I just got this a few days ago and washed it,0
It fits well,1
The only issue I have is that the collar stays can come out in the washing machine/dryer and get lost,2
"over the past years, I have only bought shirts that have collar stays sewn in so they don?ôt get lost",0
"I basically drilled two small holes in the stays and sewed them into the collar, and they now stay in",0
"At this price, And otherwise good quality, I am happy to buy more and see the collar stays in the other shirts also",1
I was looking for a full cut shirt that could be worn untucked,0
I ordered 15,0
5X32-33,0
These shirts are very nice but the cut is too snug for me,2
"Also, the sleeves were definitely 32 and not 33",2
"I'm 5'10"" and weigh 170",0
I ordered this shirt and it ripped in the area pictured after a few wears,2
There was no excessive use or wear at that point in my opinion so I submitted a return,0
Amazon graciously offered me a new shirt,1
"I was supposed to return the other one, and didn?ôt so I ended up being charged for both",0
That?ôs fine because it was my fault for not returning the shirt,0
But now the second shirt has also ripped in a similar fashion,2
the one pictured,0
Just a heads up that these shirts appear to have a flaw,2
"Brand new, the cut seems as nice as high quality",1
"brands, and the fabric seems to be higher quality,",1
also,0
I bought two of these shirts because I needed the 16 1/2 neck size,0
I really like how easy it is to button the neck button because I had a mild stroke five years ago that affected my left hand a bit,1
The fit is perfect and the quality is first class,1
"Being retired I don't wear a dress shirt that often, but when I do  I don't want to have to fight to get dressed",1
Buy this shirt,1
You won't be disappointed,1
Have been buying Amazon essentials white shirts for a while,0
Recently started noticing that the shirt buttons are cracking or cracked,2
Also noticing that the quality of the shirts does not stand up to dry cleaners,2
Don't know how many shirts I have offhand but I am going to stop buying for a while,2
Too bad,2
"With regard to material, these amazon 100% cotton shirts are not as high-quality as ""designer"" 100% cotton shirts like you could buy in department stores",2
"The problem is it's hard to find 100% cotton shirts in the department stores these days, at least out my way",0
"The shirt fits well--not that ""slim fit"" for guys that eat one lettuce leaf a day",1
"For the price, it's a very good shirt",1
"Shirt looks fantastic, and the collar is great for collar stays",1
Very good looking shirt and I am very pleased with it,1
Can use either casual or fully dressed up with a suit and tie,1
These shirts fit great and look very sharp,1
My only complaint is that the collars fabric is very rough,2
Wearing this shirt all day is impossible for me since it makes my neck feel raw,2
I solved this by buying a piece of disposable stick on fabric that serves as a collar protector,2
It?ôs the only way I can wear these shirts comfortably,2
Needed a white shirt for my husband to wear to our sons wedding,0
He has several expensive shirts that didn?ôt fit at the neck,0
He was uncooperative in going to the store to buy one so I tried Amazon because of the quick shipping,0
Great fit,1
Looked great and no one knew it was inexpensive,1
Thanks,1
You get what you pay for with this shirt,1
"The fabric is very thin and the sleeves are too short, particularly when you bend your arms",2
"I was disappointed as I really like the Amazon polo t-shirts for warmer months, but I won't be buying any more of these",2
I normally where a 17??but ordered a 17 1/2,0
Collee was great but chest and waste was tight,2
Suppose to be regular fit ???,0
Sizing okay,1
Style? Not so much,2
Picture makes it seem like small squares pattern,0
reality is fairly large ?úplaid??- highly unflattering unless you?ôre a bean pole,0
So these shirts are supposed to be 100% cotton,0
The material is beyond stiff that it actually left scratch marks in my biceps,2
Fits fine but definitely not breathable nor comforrable to wear,2
This shirt is really nice,1
I wasn?ôt sure at first when I purchased it because it was an Amazon branded shirt but it?ôs one of my favorites,1
I have to wear a dress shirt to work everyday and hate to spend a lot of money on them so the price right on this one so I gave it a chance,0
"It looks great, fits great and comes out of the dryer without wrinkles",1
Great shirt,1
"I was looking for a pink shirt to add to the single pink shirt that I have, and I clicked on a the color that I wanted",0
"However, when the shirt was delivered, the color was not the shade that I ordered",2
it was almost white,2
"I seldom return items, and did not return this shirt",0
I will simply use it as one of my white shirts,0
Lovely satin like fabric,1
Looking forward to buying more shirts from this brand,1
Only wish they were not so wasteful with the packaging,2
There are plastic inserts AND cardboard just to prop up the collar,2
The metal pins are also quite unnecessary,2
A great dress shirt,1
Comfortable and just the right weight,1
Nicely made with no loose threads,1
Fit is pretty much as expected,1
Seems to be holding up after being dry cleaned a few times,1
5 out of 5 stars,1
My only gripe is that I was expecting the stripes to be more subtle and less bold,2
"This is just my personal taste, but I wanted to wear this with a suit and tie, and the stripes seemed too bold for me to do that",2
"Otherwise it fit my 5???? 156lb frame perfectly and it?ôs suitable for casual Fridays, and with dress slacks and no tie",1
I wanted a new white all-cotton shirt,0
"Contrary to some other reviews, my shirt had a front pocket",0
"I am 5'8"" and 130"" and the 15"" x 32""/33"" shirt fit me fine",1
I would have liked for the sleeves to have been,2
"5"" longer but that is not a major issue",2
My only caution is that the shirt has not been washed yet so I cannot say anything about shrinkage,0
I love this shirt,1
"It is nicely breathable, fits like it should, and the collar keeps its form",1
Iron it with a little spray starch and it looks like it came from dry cleaners,1
"I have lots of higher end, more expensive shirts, but this one is in my weekly rotation during the summer",1
"33""-34"" is the normal length of long sleeves that I wear",0
"The first shirt I ordered with 32""-33"" sleeve length, but they were too short",2
"Fortunately, the shirt fit my son perfectly",1
"Since I really liked the shirt, I reordered 34""-35"" sleeve length and it fits me well",1
The shirt fits great and looks good out of the dryer,1
Unfortunately even after ironing it looks like it has static cling,2
I like that the Amazon essential regular fit shirts can be ordered by neck and sleeve size,1
The Amazon shirt fit at the waist is not baggy  and tucks in nice,1
Unfortunately I will not be purchasing again due to the unprofessional look of the shirt even after ironing,2
*Purchased for my husband to wear weekly with church pants,0
and suit,0
"This shirt works great as a basic, button down, dress shirt for men",1
The only thing that we don?ôt love about it is the fact that the sleeves can?ôt take cuff links,2
But it works nicely for church every week,1
"These shirts, made in Vietnam, are labeled ""Regular Fit",0
""" IME, they are not",2
"They seem to be more ""slim fit",2
""" I bought several on account of the price",0
Returned them all,2
"After all that, I will say they are made of good material and nicely sewn",1
I was hoping for a shirt that fit like a Brooks Brothers Regent fit 16,0
5 or 17 by 37,0
This is definitely tighter and too short to be a 37 sleeve length,2
I don't love the fabric,2
The sleeves are tight on my arms,2
"I'm 6'4"" 235, not huge arms",0
The neck was to tight ,2
but the rest of the shirt fit him perfectly,1
He looked so handsome,1
Neck was good,1
"Chest too small could not button, but I am a chesty female",2
"I shop mens because the fabric is thicker, warmer and overall it is higher quality than what is found in women's department",1
Length of sleeves was good,1
I will look for a larger size,0
"A great-looking, great-performing white shirt",1
Wrinkle free and not too see-through or anything like that,1
Fit as expected,1
This shirt is really a great value for the money,1
Thanks,1
This product was much too small for a regular fit 17 34/35,2
It was almost 2 inches from closing around my chest and stomach,2
"I'm 6'3"" 250 lbs and this size in other manufacturers fits just fine",0
Amazon should stay out of the manufacturing business and just ship products,2
"If you want a good shirt for about $20, these are great",1
I now have 3 different colors and very happy with them,1
"I am sure there are others with smoother fabric, but not for this price",1
Highly recommend them,1
"Nice, regular white shirt",1
Disappointed just a little that I had to get such a large neck size to get the right body fit,2
"I am assuming that the shirt fits well, because my brother is kinda picky",1
He asked for them because he liked wearing the same manufacturer and style in the past,1
Shirt was not as described,2
Amazon description was white shirt with blue stripes,2
Delivered shirt was white shirt with LARGE BROWN and blue stripes,2
Online picture also only showed narrow blue stripes,2
Very disappointing,2
I ordered a black one because my son needed to wear black shirt for his orchestra concerts,0
Unfortunately the shirt looks more dark navy than black amongst other players wearing black,2
Too late to return,0
"If you need real black shirt, do not order this",2
I love the fit on this shirt and the quality is great for the $,1
"I am 6' 2"" and 180 lbs",0
so I bought 3 of the slim fit as I normally fit in them better but the Amazon regular fit is actually pretty slim and a better fit for me,1
My husband is very muscular but short so finding him shirts is a struggle,0
5?? 17 1/2 neck,0
these shirts are affordable AND fit great,1
Nice material,1
We?ôre buying them in all the colors,0
Amazing for the price,1
Even without the great price a solid build of a shirt,1
I just got the shirt so my review is based on one try- on and no day to day wearing,0
The shirt looks to be well made,1
The material appears to be of good quality and is classy looking,1
I gave it four star because I have not had a chance to wear it for an extended time,0
Tight fit in the arms and chest,2
This is such a comfortable and professional work shirt,1
"The only complaint was that it was a little tighter on the shoulder/upper chest, but not bad",2
"If you are bulkier in this area and prefer the shirt slightly loose, then get a size bigger to avoid the ""slim fit",0
""" Would definitely order more of these",1
This brand is my sons go to,1
"It is well-made, is offered with longer arm which is always a problem for the man in my family",1
"Excellent cut, excellent fabric and as a seamstress, this is very important to me",1
fits well although I tried the slim fit which I usually have and that was tight,0
This fits just right,1
good quality and great value for money,1
Received the item crumpled in a plastic bag not the original packaging,2
I'm a professional,0
I like to use new shirts right out of the package,2
Impossible with this,2
It needs to go to the dry cleaners to be pressed,2
Now I have to wait for a refund before I can replace the shirt,2
This has never happened before,2
I'm quite disappointing,2
I washed and dried the shirt after trying them on to make certain they fit,0
"Initially, they fit great, but the shirts shrunk about 2 sizes after washing and drying and no longer fit at all",2
My Van Heusen shirt did not shrink,0
I would not recommend the Amazon Essentials shirts at all,2
I plan to return them and buy more Van Heusen shirts,2
I've worn a 16 1/2 x 34 dress shirt for over 20 years but this shirt did not fit me,2
"Also, the fabric is very thin for a dress shirt",2
"Accordingly, I returned it to Amazon and received a refund",0
a little tight at the waist,2
I really love the Amazon Essentials line,1
"For everyday casual clothing, you can't beat them",1
I own 3 shirts like these and they look great after 3 months of washing and wearing,1
I recommend looking at the polo,0
golf,0
shirts too,0
"This is a beautiful shirt, really looks good with all colors of sweaters",1
Nice fall and winter look,1
Thank you,1
I?ôm never buying another type of dress shirt,2
This is thin and cool so I?ôm looking forward to the summer with this shirt,2
This shirt fits like the general sizes as a regular fit,0
This is the dress shirt for the professionals,0
I?ôm 5????and about 200 lbs,0
I got a 17??and 34/35 sleeve length and it fits great,1
This seemed like more of a slim fit shirt,0
The cheat was tighter and so were the sleeves,2
Plus the pocket was placed a little to high on the shirt,2
I returned them,2
Surprisingly nice and good fitting shirt,1
Hard to believe that it's 100% cotton,1
Much Much nicer than any 100% cotton wash and wear shirt that I've ever owned,1
This I have been wearing to work,0
looks good,1
Fit as expected and I have had no issues,1
Held up over a couple of washes too,1
I like the price for the item and it fit me true to size,1
"This shirt was very tight around the chest and midsection, unlike every other shirt this size that I own/wear",2
Cannot comfortably wear it,2
Disappointing because it looked to be a nicely made shirt for a very reasonable price,2
It wasn't washed or dried - no shrinkage,0
Just runs small/tight,2
Huge value,1
"These shirts are constructed well, fit as expected, and don't cost a ton",1
Makes you wonder how companies can sell their shirts at $100+ when these are available,1
The sleeves and collar fit very nicely,1
However the body is more like a slim fit cut and that?ôs a problem when you?ôre a bigger guy like myself,2
When with a sweater it looks great and can leave a button undone if needed,1
Real decent shirt for the money,1
Good fit for a big guy,1
"Big as in fat, not athletic",2
"I have been wearing this on Zoom calls for 7 months now, hasn't needed ironing or washing yet",1
I normally wear a 17 1/2 and I am a 2 xl so like a 50 chest,0
I ordered a 18 /36 and the neck is way big and the body is made for a basketball player not a former Defensive lineman,2
I can button it but it is ridiculous,2
The good thing is its 20,1
00 and a nice fabric and weight,1
"Everything about the shirt is very good, the quality of fabric is fine, I would think you needed more thread count but then the price may go up",1
Product made in China,0
For some reason fit somewhat small,2
I have other shirts made in Bangladesh and they are a much better fit for the same size,2
"Fabric is not the softest, but I'd pick this shirt over the competitors who offer shirts at 3x the price",1
I would give it 4 stars if amazon created an amazon essentials dress shirt with a button down collar,0
"Note as mentioned in a couple of reviews, the shirt is a little tight in the way it is made",2
I ordered a 16,0
my normal size,0
and it just fits,1
My recommendation is order one half neck size up from your normal size,0
a 17 instead of 16,0
"Other than that, it is a very nice shirt",1
Very comfortable yet durable dress shirt,1
Have ordered many times,1
Good value,1
Surprisingly good quality shirt for the money,1
It ironed nicely out of the dryer and looks like any other more expensive shirt,1
Shirt came wrapped like I bought it at a suit store,1
Material felt like high quality,1
No odor,1
Ready to go out of the bag and not flimsy at all,1
Nice button down dress shirts,1
Two buttons on sleeves for comfort,0
Highly recommend this seller &amp,1
product,0
Fantastic Classic cut and construction-moderately priced,1
I love it,1
Great for everyday to the office use,1
"The material is good, the cut is very nice, the size is true",1
wonderful style and texture,1
"It just didn't fit me at 6'2"" and 230lbs",2
"Product for arm length and neck size fits accordingly, but the shirt doesn't match typical dimensions further down the chest and is extremely tight",2
"The shirt is marked as cotton, but it sure looks like polyester",2
"Whatever the fabric is, it is very thin, and transparent",2
If you don't wear an undershirt your body will show right through the fabric,2
"With an undershirt, the undershirt will show",2
"This short was bought before by someone that decide not to keep it, it came completely unfolded inside a plastic bag with nothing written",2
"this is an Amazon Essential product, can?ôt believe your quality control dis not catch it",2
worst packaging experience in more than 10 years with Amazon,2
It was a steal for what I paid for it,1
Very good quality and looks great,1
"Good quality overall, fits well, comfortable",1
Might just be a little below a name brand shirt but I am happy,1
The shirt came with a dirty package and a black smudge on the white shirt,2
"Further, the material was cheap and rough",2
"This 15 1/2 32-33 is not a regular fit although the label says ""Regular""",2
More importantly I normally find 32-33 length a bit long,0
"These sleeves are way to short, like 30-31",2
The neck is not too accurate either,2
Chinese garments come in  batches and this batch is mismarked,2
And I mean compared to other men's large sizes,0
"Seems well made, used for a play, and wearable, just not as comfortable",2
"Sleeves are longer than I expected but otherwise the shirt looks great, doesn?ôt wrinkle much and is a great value",1
Disappointed with the size,2
Every other company is true to fit,0
This one doesn?ôt close,2
Very upsetting,2
Love these shirts,1
Highest quality and fit of any other brand of white shirts I have purchased,1
"Preparing to order more but, alas, they have been discontinued",1
I took a chance on it and love it,1
The quality of the material is comparable to that of the Kenneth Cole shirts that I previously purchased,1
I really liked this shirt which was decently priced,1
$20 ,0
", although I have enjoyed other economy-priced shirts of comparable quality for less",0
My only suggestion is that it could be $2 less per shirt to be really competitive,0
This is a high quality shirt at less than half the price you would find in the stores,1
I highly recommend it,1
must write a rave review because guys gain weight in their gut not butt-thank you for a shirt that looks good on a big guy,1
Comfortable dress shirt for work,1
Irons easily,1
"Similar quality to local retailers, but much less expensive",1
I don't often wear dress shirts so this was perfect for me,1
After drying it needed to be ironed but since I won't be wearing it very much it was OK,1
Less expensive that other shirts,1
product fits great for my physique and texure very good for good price,1
keep up the good job amazon and their vendors as i feel,1
I love these shirts,1
For the price this shirt can not be beat,1
"Nice fit, and the collar looks great",1
Just make sure you buy some nice collar stays,0
Great shirt,1
"Very nicely made, but too tight in the waist",2
Classic fit doesn't mean full,0
It's still tailored,0
I couldn't find it in town,0
"So, got it online and I'm happy with it",1
Nice shirt for my new suit,1
Came right on time shirt is as expected,1
The shits wash well don't need much iron but a bit small the sleeves and the chest,2
I liked this shirt,1
"It fitted as expected, and it was an excellent purchase for the price",1
The shirt is acceptable in fit and material,1
Looks good and for the price is a good vlue,1
"While it was listed as ""regular"" fit, it was closer to ""trim"" fit, it seemed",2
Quality of cloth and stitching is good,1
The material is thinner than I was expecting,2
Certainly not see through but not thick like oxford cloth,0
He seems to them,0
They do seem easier to get get wrinkles out of,2
"Great shirt, great price",1
I ordered 2 more when they became available,1
"I bought the size 17"" 34L and needed 17 "" 36 make sure to check size before buying",0
"Product is not the quality of some higher end brands, but its not priced like them either",0
These are more than sufficient for my needs,1
"A good looking, well made, comfortable fitting shirt at a surprisingly low price",1
I will definitely be buying Amazon Essentials shirts again,1
Great materials,1
Just a good 100 percent cotton shirt love it,1
And wrinkle free,1
Best shirt I bought so far,1
Terrible,2
Yellowed cotton like they had been sitting around for years,2
I am amazed with the good quality of this shirt,1
I?ôll keep buying for work,1
The material looks and feels good,1
Sizes run small,2
The size I ordered should be a little bigger then what you sent,2
It seems to be titer the other shirts I already own,2
Very comfortable,1
Looks nice,1
Easy with a tie due to spread collar,1
Gets compliments every time I wear it,1
Low maintenance,1
Fabric seems to be quite lightweight,1
Have not washed it yet to see how it looks after washing,0
Really like this shirt,1
Fits good,1
Good price,1
Excellent value for the money,1
The shirt came with a fit exactly as expected,1
Looks like a shirt worth twice what I spent,1
Good basic white shirt for my teen to wear with a suit 3-4 times a yr,1
For the price this is a nice shirt,1
It fit perfectly,1
Buttons are sewn on well and the shirt is comfortable,1
Out of the bag there are not super sharp creases,0
I was in a hurry and wore it out of the bag,0
Decent for the money,1
I have a gentleman should have pressed white dress shirts to wear,0
"At this price I bought 5, one for each day of the week",0
"Good quality, good fit and the cloth is soft",1
Wow,1
This wrinkle resistant shirt looks perfect right out of the dryer,1
Like it actually had been ironed,1
Will purchase again,1
I had to return the shirt because the shirt is made of a super thin material in which an undershirt can be visible,2
This shirt is not cut out to be used for business purposes,2
My husband loves these and wants no other shirts now,1
Many people complained of the slim fit - for him it was perfect and had no bubble in the back like many lower cost shorts have,1
dress shirt for Church and I should get a free shirt or a refund with a 1/2 larger in the neck size and see how that works,2
I guess its time to go to Macy`s,2
which I hate going to the malls,2
I`ve bought 83 items in the past year from Amazon,0
Hmmmmm,0
"Nice dress shirt, no wrinkles and looks sharp",1
The price was also nice,1
Launders well,1
returned it as not as described,2
"It should have been described as a red and blue tattersall, not a red tattersall",2
Too long blew thigh almost to the knee,2
Shirt sleeve length is 32/33 so why the shirt is too long in length,2
"VERY well made, actually better than some of the more expensive brands, and irons",1
yes irons,1
like a dream,1
Fits fine and good value with 2 pack,1
Good shirt for the price,1
"As far as wrinkle resistant, not as good as brooks brothers, but not a $135 shirt either",1
Not sure on overall durability yet but would buy again,1
It's NOT wrinkle resistant,2
It's 100% cotton,0
Not sure why it says it is,2
A great shirt at this price,1
Very pleased with this product,1
I really like the quality and the feel of this shirt,1
It feels like a premium shirt- not a $20 bargain,1
I like loose shirts so the size is good for me,1
Plus I am a small guy,0
So the fit will prob be perfect for a regular sized guy,1
Just ordered another 3 shirts,1
"Not to bad, a little big and stiff",2
Color is great no fading,1
Not bad for a budget but,1
This fabric feels like a quality shirt,1
I will be buying more,1
This is a super nice shirt and especially at this price point,1
Quality seems to match that of name brand shirts I?ôve bought in the past,1
I bought this shirt in my normal shirt size and it fit as if it were two sizes too small,2
Waist too small for reg fit 17,2
5 neck,2
The shirt fits perfect,1
Sleeve length was solid it wasn't too tight,1
I will order 2 more shirts soon,1
Fits as expected,1
The fabric is not too thin,0
Good quality and fit,1
Good product,1
Black color fades fast,2
High quality,1
Good fit,1
Not too baggy like many off the rack shirts,1
"Also, not super short like those you often find in this price range",1
"I'm 6' 2"" amd fit",0
I wear a 16,0
"5"" neck and 34/35 length",0
I ordered the same here and fit perfect,1
The quality has led me to look at other Amazon Essential clothing options,1
"CHEAP CHEAP CHEAP, FOCUS ON THE SELLING AND STOP TRYING TO BECOME A DESIGNER",1
I just wish Amazon did a better job of keeping other styles of this shirt in stock,0
Nice shirt and a good bargain,1
My son wore this to work and while the fit was good,1
The entire sleeve just ripped,2
It was not abused in any way,0
Don't waste your money,2
A little scratchy but good for the price,0
Arrived just in time for me to wear to a wedding,1
Fit perfectly and looked good,1
The shirt is very uncomfortable I am going to try to return it,2
This medium long sleeve shirt fix my 5ft 6in body well but it came little short on the sleeve,2
Good luck,1
Looked nice but a little tight at stomach,2
I returned this item due to fabric quality,2
It is way too thin,2
Great print,1
"Surprised by fit, have never bought an Amazon brand shirt, very happy",1
The product fit well for the first few weeks but then after the first wash it just fit weird,2
I like the spread collar and fit,1
Looks great in a suit and tie,1
Good value for money quickly shipped,1
The shirt fit itself is good however after washing it is extremely wrinkly and attracts lint as if it was itself a lint roller,2
I bought this for my Mitsuba cosplay and it works perfectly,1
It's the right length and size plus it color matched his canon clothes perfectly,1
"If you're gonna cosplay Mitsuba, this shirt is perfect",1
"The shirt just felt right on me, I'm planning on buying two more",1
Good quality and was designed well,1
Washes up well,1
Great and affordable dress shirt,1
Very good quality for the price,1
My husband love this shirt,1
It doesn?ôt wrinkle,1
fit well and seems like it's nice quality,1
"Fits as expected, though a little loose in the chest",0
Arms are longer than advertised,2
"I got a 34/35 sleeve, but if fit like a 35/36",2
3rd amazon shirt I have bought they have been very good quality and fit perfect,1
"Unlike some of the other shirts I?ôve bought, I like the length of this one",1
I don?ôt have to keep tucking it into my pants,1
Fits smaller than sized,2
It was just what I wanted a well made shirt I just got a size to small I haven't tried on shirts in a long time I've gained weight but it looks good with my dark blue leather blazer,1
This is an exceptional shirt,1
Better than expected,1
KUDOS,1
"Great fabric, Great fit, great length",1
"Wore well, washed well",1
Best shirt I've had for suit and tie,1
Nice,1
"These are great, especially considering the price",1
Great shirt for the price and washed great and really doesn?ôt need pressing,1
I purchase men's shirts because they have pockets and I'm a photographer,1
That pocket is super,1
The shirt fit tight across the chest,2
I can wear it with a tank underneath in the fall,0
Value for the money,1
"Great quality, low price",1
Looks super,1
These run small,2
"Normal, good quality shirt",1
Good,1
Overall the material is pretty good Shirt is a little snug and sleeves were longer than expected,2
Very comfortable since I can't find Kenneth Cole shirts anymore in my size,1
"Nice shirt, looks nice and easy to take care of fair price",1
I normally wear a 36 in Sleeve,0
I ordered a 36/37 and was Way To Long,2
Everything else on the Shirt was perfect,1
Great fit looking to buy more when in stock,1
a little tight,2
Well tailored looked great felt great,1
good quality,1
The item had clearly been open before and repackaged in a messy manner,2
Have had others before and none like this,1
"Las 3 camisas salieron como esperaba, pero fueron entregadas por el vendedor, como si fueran 3 camisas compradas por separado, a pesar de ser cobradas con la misma factura",0
Good,1
They are almost a yellowish color not a nice simple white color,2
This is a good fitting and good looking shirt,1
Very comfortable,1
"I like the longer length, so that that it stays tucked in better",1
Very nice shirt with a nice pocket as promised and very good fit,1
I was very happy,1
Perfect fit just a little short on the sleeves,1
Good purchase at a great price,1
I'll be back to buy more,1
i ordered a size 18 and it feels like it runs a bit tight compared to other brands,2
The quality of this shirt is wonderful for the price with its sturdy collar and cuffs,1
It has kept its color after numerous washes now with no signs of fading,1
I recommend Amazon Essential brand shirts to anyone who asks where to find a good shirt,1
Returned as shirt ws skimpy around the waist,2
"Very nice shirt, fits well, and good quality",1
"I have quite a few different brands of dress shirts, and I was incredibly impressed with the quality of this shirt",1
I will definitely be purchasing more,1
I would like to see more cuff options in the future,0
Tight,2
"Love It,not bad it all",1
Fine shirt for the price,1
"Great fit, the neck is perfect",1
"Only downside is how hard it is to button / unbutton the top button, but not that much of an issue",2
